x,y
-707614.464276857674122,-1089531.890067078173161
-706880.447394508868456,-1089631.533433631062508
-706504.756174750626087,-1089961.697997000068426
-704914.827360648661852,-1089423.773818772286177
-704734.576977413147688,-1089340.851301334798336
-704584.753426603972912,-1089427.308013323694468
-704565.374466441571712,-1089266.894626334309578
-704391.612200140953064,-1089304.223781406879425
-704367.545486003160477,-1089169.586318310350180
-704207.846656259149313,-1089305.017617486417294
-704131.891246598213911,-1089264.266899686306715
-704123.419761825352907,-1089168.453189775347710
-703944.962232757359743,-1089098.072094973176718
-703661.583706725388765,-1089053.901909921318293
-703471.097448095679283,-1089025.134345080703497
-706292.871266540139914,-1090120.519346255809069
-706383.191861275583506,-1089977.311387155205011
-703257.706940528005362,-1089015.761980339884758
-702956.737768303602934,-1089132.964910190552473
-702712.261226553469896,-1089071.881616119295359
-702610.822561115026474,-1088890.880179435014725
-702588.838400669395924,-1088438.430109668523073
-702536.581250652670860,-1088208.571257822215557
-702379.330111261457205,-1088110.673247985541821
-702025.886558026075363,-1088153.934695035219193
-702066.015967253595591,-1099245.700017888098955
-702473.005213499069214,-1099101.904452450573444
-702600.808980777859688,-1098930.805186640471220
-702624.931399647146463,-1098676.173794556409121
-703323.611051291227341,-1097586.879817653447390
-703604.544331692159176,-1097296.829995177686214
-703591.836667973548174,-1097177.066743150353432
-703548.962534699589014,-1097079.000396758317947
-703163.100399300456047,-1096933.850280843675137
-703090.392278626561165,-1096717.471450168639421
-703071.592542901635170,-1096578.561835795640945
-702711.916870027780533,-1095851.182547651231289
-702749.824900291860104,-1095015.440268926322460
-702555.757997397333384,-1094641.297605779021978
-702481.297535091638565,-1092021.047615472227335
-702839.082739550620317,-1091792.716714724898338
-704547.821538817137480,-1091237.469761960208416
-704752.107727922499180,-1091292.021632596850395
-704725.025798734277487,-1091146.221919186413288
-704719.533731296658516,-1091114.353923283517361
-704873.876001037657261,-1090923.076447919011116
-704951.326008811593056,-1090916.035998489707708
-705429.821445737034082,-1090402.537384629249573
-706039.194189060479403,-1090310.946233067661524
-702433.867138944566250,-1094153.298487629741430
-702464.984256021678448,-1093674.206189353018999
-702289.823259625583887,-1093347.983914442360401
-702305.212084624916315,-1093181.528048373758793
-702527.587293911725283,-1092895.596534330397844
-712244.297383222728968,-1099984.093825306743383
-711710.268170628696680,-1099411.357507679611444
-711632.596217043697834,-1099190.552333630621433
-711690.199973553419113,-1098910.885593723505735
-709604.461504518985748,-1093970.947389911860228
-709468.236543886363506,-1093737.214876431971788
-709306.526406623423100,-1093225.984615117311478
-710308.611395727843046,-1094475.413629978895187
-712160.900939010083675,-1097829.797849282622337
-711814.776533484458923,-1097562.757922653108835
-711413.885296430438757,-1096720.229969430714846
-711408.529085673391819,-1096647.529881417751312
-710843.734795935451984,-1095611.459767363965511
-710843.854587301611900,-1095576.913928017020226
-706604.251461010426283,-1090437.990041125565767
-706534.591559130698442,-1090238.667161066085100
-708617.026335950940847,-1092095.581594053655863
-707851.385755252093077,-1092044.611590038985014
-707673.483352646231651,-1091956.415458515286446
-706995.966434933245182,-1091195.828816190361977
-711644.496598709374666,-1104243.411362506449223
-712257.612560298293829,-1103408.661116946488619
-712424.675066612660885,-1102764.367269482463598
-712346.040765766054392,-1102362.007802385836840
-715981.349359698593616,-1105187.376060314476490
-715783.097442395985126,-1104929.650523595511913
-715312.473660301417112,-1104824.820679828524590
-715300.126069173216820,-1104815.675324965268373
-715144.288852076977491,-1104763.714684769511223
-715003.290746826678514,-1104743.893229972571135
-714633.835488412529230,-1104708.484753087162971
-715389.921921845525503,-1100648.958609409630299
-715235.984952047467232,-1100729.663589585572481
-715216.611405201256275,-1100891.347708024084568
-715104.163109932094812,-1101192.916011702269316
-715090.345717154443264,-1101574.400174297392368
-714970.549636006355286,-1101859.410377483814955
-714982.376676023006439,-1102018.296337243169546
-714742.074496679008007,-1102568.003375872969627
-714875.143321517854929,-1102710.688164513558149
-714689.636437248438597,-1102814.567535385489464
-714537.340574245899916,-1102982.603390205651522
-714500.361538253724575,-1103240.916882507503033
-714437.560652524232864,-1103985.706431299448013
-714079.752048581838608,-1105524.075888823717833
-714058.813181318342686,-1105596.926152605563402
-714101.926198832690716,-1106306.045115415006876
-691424.774448044598103,-1101261.160245060920715
-691303.800011005252600,-1100954.842196244746447
-691570.758563324809074,-1100611.450815025717020
-691510.856768358498812,-1100183.742551852017641
-692008.577322594821453,-1099907.658377062529325
-692090.777948621660471,-1099771.207803536206484
-692173.086840894073248,-1099660.137458223849535
-692359.413754690438509,-1099639.334971506148577
-692343.789014041423798,-1099465.064028456807137
-692163.561506420373917,-1099416.450037732720375
-692953.653844933956861,-1098333.385910369455814
-693065.990381494164467,-1098144.535519845783710
-693331.866969812661409,-1097994.416332326829433
-693686.549647733569145,-1097988.035783149302006
-693937.500860448926687,-1097761.374452743679285
-693962.573402967303991,-1097378.161347996443510
-691626.994323391467333,-1101413.396561626344919
-691977.224988359957933,-1101447.460965409874916
-692385.104637194424868,-1101116.560016915202141
-692702.990061648190022,-1100678.153302066028118
-693158.475078858435154,-1100468.147162530571222
-693285.038499087095261,-1100464.356097571551800
-693853.962796997278929,-1100389.155059196054935
-694381.333809871226549,-1099976.914201360195875
-695179.563404772430658,-1099598.545138157904148
-696721.308673802763224,-1099059.545806221663952
-698776.519029084593058,-1096687.620000474154949
-697551.640608645975590,-1098704.992873176932335
-697886.296300519257784,-1097942.177517719566822
-695132.024218507111073,-1101518.834966488182545
-695002.860138192772865,-1101521.677130158990622
-694792.930832769721746,-1101534.207202304154634
-694125.593387227505445,-1101926.180618241429329
-693394.490438591688871,-1101481.650748491287231
-693190.264145173132420,-1101149.657533243298531
-693022.212399661540985,-1101296.400734633207321
-692859.913084454834461,-1101349.426575023680925
-717926.722033306956291,-1104128.436621919274330
-717762.191385623067617,-1103958.923282038420439
-717248.020997144281864,-1103401.427709121257067
-717121.497740201652050,-1103122.410566713660955
-716671.939427033066750,-1102943.028234325349331
-716327.869460903108120,-1102514.416995707899332
-716231.296315640211105,-1101649.296495568007231
-715705.995982095599174,-1101247.687383431941271
-715450.011436518281698,-1100767.032034829258919
-705161.793676890432835,-1100591.177086699754000
-705513.959513757377863,-1100767.165097542107105
-706099.051629792898893,-1100514.162588648498058
-706272.424661464989185,-1100533.626939445734024
-706873.632208727300167,-1101032.487432513386011
-707183.572636701166630,-1101380.027506560087204
-707290.530785385519266,-1101850.651812527328730
-707744.163576617836952,-1102312.244443189352751
-707824.125361379235983,-1102390.036537386476994
-707825.619435619562864,-1102391.592253543436527
-710002.048350866883993,-1103655.877842549234629
-710372.680568184703588,-1103807.851351525634527
-711086.216619353741407,-1103649.162541113793850
-711373.132133904844522,-1103366.569294635206461
-711778.325382769107819,-1102538.191914841532707
-715487.540534906089306,-1100488.894817631691694
-715611.152302857488394,-1100485.528959635645151
-716108.568663854151964,-1100115.786621037870646
-716218.589874282479286,-1099524.990096021443605
-716638.882772486656904,-1099176.352691147476435
-716748.871328417211771,-1098946.756821513175964
-716852.682072456926107,-1098790.777985174208879
-717842.600205220282078,-1097150.499078650027514
-718103.106089074164629,-1096857.676941696554422
-718648.131834778934717,-1096695.387754622846842
-715324.081024602055550,-1100473.502150926738977
-712943.382160186767578,-1101937.465279269963503
-713023.581432204693556,-1101854.963079351931810
-713277.882612228393555,-1101601.521044407039881
-713672.988415233790874,-1101440.747410204261541
-713816.419542506337166,-1101199.207503154873848
-714239.385220084339380,-1101032.868809107691050
-714719.550925839692354,-1100793.455460745841265
-704569.283925786614418,-1100083.486258629709482
-703459.019824102520943,-1099708.021699503064156
-702704.874499749392271,-1099908.324563741683960
-702219.734309077262878,-1099785.533523812890053
-701163.071255888789892,-1098875.777293749153614
-700878.202846564352512,-1098486.059657506644726
-700450.743595760315657,-1098123.766909986734390
-699741.162405911833048,-1097069.455679133534431
-699512.095818541944027,-1096915.897291962057352
-699229.953972473740578,-1096919.766238775104284
-697243.130692150443792,-1095183.099287346005440
-697137.894500698894262,-1095119.094725392758846
-697070.156324747949839,-1095077.896274264901876
-696867.881268538534641,-1094949.875275995582342
-696615.829057913273573,-1094780.037661235779524
-696163.506812173873186,-1094431.793856568634510
-695758.538128465414047,-1094288.814828198403120
-695255.630049273371696,-1094242.979787625372410
-694936.596304085105658,-1094160.724155358970165
-694691.501422349363565,-1094014.631599202752113
-697736.066576648503542,-1095950.873586274683475
-699048.856318525969982,-1096881.346563171595335
-719320.785153169184923,-1096319.319873090833426
-719546.229186758399010,-1095914.996246684342623
-719918.118165686726570,-1095665.454590685665607
-720317.831570722162724,-1095592.355139911174774
-720465.886365335434675,-1095557.353534579277039
-720604.868797492235899,-1095403.015979658812284
-720782.258681643754244,-1095442.874374017119408
-721013.022429786622524,-1095962.033217247575521
-721130.213834520429373,-1096675.021650742739439
-721337.194107007235289,-1096852.794308472424746
-723870.010369736701250,-1096196.916670810431242
-724561.794509027153254,-1095363.080401942133904
-726438.797395352274179,-1095099.216168880462646
-714688.564077511429787,-1069663.895624216645956
-714530.307284358888865,-1069842.802807465195656
-714319.752828657627106,-1069894.346447974443436
-713383.658214069902897,-1069684.377503134310246
-712902.039645098149776,-1069574.939882714301348
-712698.717724103480577,-1069344.369791459292173
-712509.923562183976173,-1068886.686445515602827
-712001.921905200928450,-1068524.758834652602673
-711719.587624605745077,-1068095.815637744963169
-711394.587186709046364,-1067937.606167420744896
-711275.762882463634014,-1067777.598604243248701
-711214.901708826422691,-1066735.303180847316980
-711298.661368843168020,-1066157.807339198887348
-711379.995690252631903,-1065813.717815294861794
-719339.759511876851320,-1067071.640666671097279
-718509.729325547814369,-1066853.243194311857224
-717713.677803114056587,-1067260.482151418924332
-717229.917134009301662,-1067110.740498788654804
-715982.570672843605280,-1067449.399073299020529
-714674.557218797504902,-1069835.449608273804188
-714576.228414066135883,-1070329.009071446955204
-714449.534550465643406,-1070491.469039797782898
-713902.215481128543615,-1070260.836608137935400
-713639.175468545407057,-1070109.871023017913103
-713184.203144416213036,-1070022.314710102975368
-713029.593352265655994,-1070310.496241282671690
-713040.955720521509647,-1070378.072367105633020
-713111.112774033099413,-1070863.607205722481012
-712969.107967287302017,-1071082.280407771468163
-712655.509362440556288,-1071121.562720905989408
-714898.094893284142017,-1068051.385264445096254
-714639.218241862952709,-1068189.569145701825619
-714455.250659190118313,-1068530.241123206913471
-714546.818236649036407,-1068899.649058789014816
-714702.330305751413107,-1069196.368256852030754
-712143.865244656801224,-1070793.296658605337143
-712125.464697074145079,-1070390.152086578309536
-711942.824947562068701,-1070203.917373716831207
-711171.743813205510378,-1070079.530105102807283
-710999.071019694209099,-1070170.057453446090221
-710890.281774409115314,-1070147.913862220942974
-710924.579823743551970,-1070223.805534496903419
-695756.891433734446764,-1093825.289121113717556
-696293.233003869652748,-1092672.479701232165098
-696346.851340044289827,-1092549.619685225188732
-696480.987635176628828,-1092266.904202658683062
-696388.948051795363426,-1092122.742278203368187
-696291.816986102610826,-1091933.406785033643246
-723798.195271000266075,-1066853.146278556436300
-723763.981913812458515,-1066812.090145155787468
-723547.226072117686272,-1067007.577955264598131
-723328.981220245361328,-1067254.285654868930578
-723302.100805982947350,-1067304.763222068548203
-723107.084303308278322,-1067037.898616913706064
-722949.172041300684214,-1066809.368471343070269
-722706.604303374886513,-1066693.258855991065502
-722623.194587815552950,-1066535.944852326065302
-722391.681881695985794,-1066608.387196816504002
-722459.602364044636488,-1066522.257728297263384
-721399.748599708080292,-1066704.902367249131203
-720768.965332441031933,-1066474.318655401468277
-724867.002828788012266,-1067021.826492182910442
-724699.733743485063314,-1067044.452741332352161
-724356.591025393456221,-1067076.134938381612301
-724128.232010349631310,-1066989.382764305919409
-723880.984725724905729,-1067088.980205010622740
-716832.666611526161432,-1106631.480015296489000
-716679.690417379140854,-1106334.714542139321566
-716643.597243782132864,-1106200.771205402910709
-716524.099069442600012,-1105839.750935561954975
-710316.562678635120392,-1101561.758518066257238
-709994.595441952347755,-1101391.851577986031771
-709403.889197017997503,-1100522.152637857943773
-709077.995038695633411,-1100213.493942577391863
-724497.674521282315254,-1099404.221190232783556
-724495.996743660420179,-1099403.400462213903666
-724214.344016570597887,-1099279.135778930038214
-722803.590955864638090,-1098848.767833102494478
-722496.794090829789639,-1098788.901311978697777
-720803.013147041201591,-1098581.290475901216269
-721420.581994693726301,-1098062.266266986727715
-721693.441232234239578,-1098043.665950708091259
-722048.361746657639742,-1098378.751215118914843
-724296.438995692878962,-1098114.145183626562357
-724183.049482543021441,-1098709.239704124629498
-721403.334308043122292,-1090164.410658404231071
-720972.052560143172741,-1090319.289719194173813
-720884.887751955538988,-1090444.915414009243250
-720867.871091511100531,-1090516.267761837691069
-720118.670915413647890,-1090582.836313050240278
-719760.133085899055004,-1090418.855553142726421
-715024.733576022088528,-1076107.476362172514200
-714929.522664647549391,-1076006.716980136930943
-714991.720053348690271,-1075680.504658740013838
-714773.368681456893682,-1075041.634950373321772
-713825.751743961125612,-1074701.728869274258614
-713577.059803400188684,-1074399.106890514492989
-713536.911534890532494,-1074076.028353169560432
-713377.319399788975716,-1073984.331554707139730
-713215.619914527982473,-1073845.482185263186693
-712804.973539151251316,-1073660.046372547745705
-725047.372479517012835,-1070191.546383112668991
-716298.030409440398216,-1069238.226258989423513
-716240.107092872262001,-1069186.115617651492357
-725189.866405241191387,-1067835.173198718577623
-724930.267163913697004,-1067273.154890540987253
-724854.683002714067698,-1066829.047084543853998
-724751.128430590033531,-1066440.927248593419790
-724676.421575255692005,-1066302.462573580443859
-724783.849285140633583,-1065996.796043112874031
-724888.657126415520906,-1065829.817530456930399
-725007.679976992309093,-1065579.475577328354120
-696303.380170788615942,-1103221.062074720859528
-696486.831742547452450,-1103148.271357376128435
-697522.868852857500315,-1102737.187551427632570
-698754.552156314253807,-1101626.076877519488335
-699023.304086670279503,-1099970.993958368897438
-699071.951954253017902,-1099430.582450367510319
-699093.367193017154932,-1099134.432348605245352
-699123.033716976642609,-1098654.080843996256590
-699192.942805852741003,-1097297.722143996506929
-699325.923271462321281,-1094990.481580588966608
-699355.353879768401384,-1094780.395987596362829
-699386.416165225207806,-1094599.138378996402025
-699611.496633768081665,-1093969.079098615795374
-700195.451081067323685,-1093485.450968354940414
-700245.225965380668640,-1093452.370739702135324
-700324.469176568090916,-1093399.447403006255627
-700626.240566775202751,-1093140.469644874334335
-700814.855216272175312,-1092750.150257833302021
-700832.457736827433109,-1092639.413791663944721
-700829.126628801226616,-1092370.711803484708071
-700825.512107677757740,-1092202.188226673752069
-700827.793033082038164,-1091934.250563286244869
-700916.569960646331310,-1091566.813597310334444
-701112.680476311594248,-1091285.513084776699543
-702559.634802240878344,-1090449.336693312972784
-702989.312288794666529,-1090189.215329270809889
-703217.487775087356567,-1089872.663325913250446
-703433.231676597148180,-1089204.568191245198250
-699256.253241449594498,-1096584.352683156728745
-703523.837779909372330,-1088808.537584923207760
-704168.694437246769667,-1086838.034393966197968
-704509.669560249894857,-1086342.012222863733768
-704605.323490127921104,-1086152.827953197062016
-704707.535386137664318,-1085950.601092930883169
-704982.313555635511875,-1085624.262344494462013
-706208.861197166144848,-1085649.523829080164433
-706587.102960214018822,-1085734.841999221593142
-707251.601210676133633,-1085707.777008466422558
-707736.396870203316212,-1085552.254636608064175
-708083.088800422847271,-1085338.990381456911564
-708614.321076698601246,-1084896.950286198407412
-709062.099807046353817,-1084504.561092939227819
-709565.449857007712126,-1084274.130525447428226
-709760.702100709080696,-1084050.654492873698473
-710015.242863461375237,-1083422.884694419801235
-710656.753395199775696,-1082493.944208823144436
-710884.657517373561859,-1082007.341725289821625
-711524.891904350370169,-1080020.648189842700958
-711768.160928178578615,-1079701.670673254877329
-712798.626517590135336,-1078884.111187253147364
-713223.962178293615580,-1078544.818905938416719
-713510.962734241038561,-1078311.322657354176044
-714037.503764081746340,-1077821.352744221687317
-714428.581189490854740,-1077214.497191194444895
-715572.632568284869194,-1075326.990033950656652
-716410.136618286371231,-1074806.699109919369221
-717366.287555586546659,-1074421.910731241106987
-719042.474186100065708,-1073810.461546026170254
-719514.865851279348135,-1073455.007558386772871
-719624.692182458937168,-1073207.899972151964903
-719643.051344398409128,-1072092.190252739936113
-719890.227557465434074,-1071599.017404850572348
-720101.470900837332010,-1071307.412564713507891
-720210.247049394994974,-1071114.871866691857576
-720319.749105695635080,-1070921.495423071086407
-720423.167122647166252,-1070800.365746203809977
-720506.103435300290585,-1070684.467948526144028
-721436.083626139909029,-1070061.272049870342016
-721529.388527654111385,-1069958.213407017290592
-721806.410078614950180,-1069636.101407881826162
-721989.988077413290739,-1069233.962489612400532
-722008.125817410647869,-1069035.957663830369711
-722031.489324793219566,-1068406.165556613355875
-722135.385808717459440,-1068129.661937419325113
-722180.749716483056545,-1068047.531160589307547
-722693.367706641554832,-1067258.635513376444578
-722884.675915651023388,-1066922.951466757804155
-722988.860527496784925,-1066726.550203826278448
-723012.609427805989981,-1066678.081848669797182
-723354.353241179138422,-1065874.284749206155539
-723702.356764625757933,-1065543.554058123379946
-723917.060960892587900,-1065420.559233170002699
-724252.274573195725679,-1065251.686410393565893
-724544.047749888151884,-1065084.312900546938181
-733572.864125344902277,-1104953.110248245298862
-733349.008986275643110,-1104116.108064696192741
-733511.894685458391905,-1103484.163030721247196
-733618.286706432700157,-1102236.542760718613863
-733584.258274987339973,-1102109.337601028382778
-733382.214244984090328,-1101876.499855712056160
-733275.170705661177635,-1101478.856780763715506
-733305.790845725685358,-1101057.110844720155001
-733141.616428930312395,-1100810.749422490596771
-733117.796631690114737,-1100540.482987001538277
-733176.613668687641621,-1100249.128556221723557
-733070.661523006856441,-1099595.420259878039360
-733057.986513786017895,-1099489.283886950463057
-733070.440974179655313,-1098712.748229097574949
-733485.348150338977575,-1094271.187860425561666
-734252.078553076833487,-1093044.514839593321085
-734162.108077421784401,-1092413.149204678833485
-734000.038391441106796,-1092029.337317720055580
-733610.288275320082903,-1090934.172865372151136
-733382.167446024715900,-1090315.752381429076195
-732862.292823184281588,-1089367.835441648960114
-731687.413852218538523,-1086009.520633619278669
-731080.903179585933685,-1084418.955667991191149
-732139.858683295547962,-1088112.737640891224146
-731943.856957748532295,-1087524.435954429209232
-731025.779767923057079,-1084175.608413070440292
-730819.697232194244862,-1083593.703515719622374
-730238.068763028830290,-1083252.718089960515499
-729999.805132385343313,-1082935.847923532128334
-729871.779070049524307,-1082072.283139549195766
-733922.381804674863815,-1091758.971696376800537
-729564.168985784053802,-1080980.328606873750687
-729511.827492862939835,-1080774.692407488822937
-729387.263855036348104,-1079482.453695237636566
-729359.954042855650187,-1079311.937320943921804
-729174.156411323696375,-1078789.107727985829115
-729109.360807254910469,-1078628.131705742329359
-729069.922031927853823,-1078513.474080491811037
-728842.246141988784075,-1077866.501167226582766
-727829.618115667253733,-1074062.521440058946609
-727738.372193742543459,-1073806.574962291866541
-727709.824828486889601,-1073479.067287605255842
-727967.417477112263441,-1072843.530084248632193
-727972.697726871818304,-1072713.917746733874083
-727979.253946769982576,-1072614.040734633803368
-727987.239455781877041,-1072282.311898581683636
-727960.682967152446508,-1072006.799788683652878
-725648.646732762455940,-1069055.561014525592327
-725634.691911697387695,-1068664.118452455848455
-725488.541555337607861,-1068361.819351591169834
-727883.958168625831604,-1071832.967498566955328
-726574.101743619889021,-1070559.719908829778433
-726425.555210683494806,-1070457.129779439419508
-726047.491737700998783,-1070187.949673529714346
-725776.058471444994211,-1069826.718808371573687
-739359.906277649104595,-1091230.960341021418571
-738396.444050677120686,-1091132.261510185897350
-738142.693107675760984,-1090854.625984817743301
-738007.816760338842869,-1090389.347237609326839
-735315.454986847937107,-1087384.764459982514381
-735222.537748355418444,-1087328.000640019774437
-735031.205615997314453,-1086931.953269887715578
-734985.130643445998430,-1086839.394008509814739
-734769.944662366062403,-1086454.172914080321789
-734441.103391960263252,-1086333.552437830716372
-734281.521734237670898,-1086139.908646423369646
-734077.137407016009092,-1086022.972540490329266
-733580.256265461444855,-1086073.747490629553795
-732647.105270497500896,-1085669.861120171844959
-737748.062977675348520,-1090137.685309350490570
-736594.605357278138399,-1089242.516559418290854
-736086.966042988002300,-1088075.421407919377089
-735732.119044840335846,-1087594.336312159895897
-732372.385425075888634,-1085620.628440216183662
-730741.721783865243196,-1094730.847763914614916
-729947.309621997177601,-1095135.202647835016251
-728705.983113545924425,-1096172.442212004214525
-725100.000004883855581,-1096915.999795652925968
-725372.144335929304361,-1096660.273342844098806
-726089.475643008947372,-1095401.155371773988008
-746252.451086763292551,-1096491.870779760181904
-745819.804485630244017,-1095414.293481145054102
-745833.618211321532726,-1094892.758717603981495
-746194.391215018928051,-1094289.201443482190371
-746286.512871202081442,-1093579.649241048842669
-746613.659250937402248,-1093088.191889345645905
-746703.148989517241716,-1092514.950562052428722
-747389.709980767220259,-1091694.931511335074902
-747509.203265659511089,-1091310.882486365735531
-747590.872164703905582,-1068795.632783498615026
-747896.323559656739235,-1068597.799612108618021
-748048.925362125039101,-1068225.003466784954071
-748170.714939247816801,-1066421.616740643978119
-748336.411544587463140,-1065190.909405034035444
-748232.453767996281385,-1064945.628549821674824
-747923.206767886877060,-1064736.176838260143995
-747794.797408103942871,-1064676.794721286743879
-749385.337926514446735,-1072041.879974357783794
-749212.627065192908049,-1071797.458438847213984
-748639.139868739992380,-1071394.757583819329739
-747578.568403944373131,-1069406.616773087531328
-747411.399552237242460,-1068925.721492510288954
-747719.451781895011663,-1064656.834615841507912
-747592.989817619323730,-1064623.332847308367491
-747277.132115241140127,-1064392.672825217247009
-751065.213118299841881,-1090065.446575257927179
-750826.550299517810345,-1090014.441472027450800
-749684.782989341765642,-1090151.018996462225914
-749541.454365763813257,-1090176.662206891924143
-749049.728618532419205,-1090254.944991670548916
-749077.622893836349249,-1072441.896524891257286
-748700.245863799005747,-1072602.572544850409031
-747673.145259268581867,-1072326.353735741227865
-746775.678121630102396,-1072360.230419818311930
-746406.987362638115883,-1071782.253666471689939
-746023.482986751943827,-1071918.021114889532328
-745890.231157027184963,-1072184.479546986520290
-746295.239654775708914,-1072447.812751557677984
-746477.016766749322414,-1073217.413432262837887
-746437.834861829876900,-1073490.165451291948557
-746394.434589505195618,-1073674.018830530345440
-746361.746564075350761,-1073795.488847594708204
-745990.631514210253954,-1073899.649710714817047
-746184.286306865513325,-1074407.660622715950012
-746051.829360958188772,-1074755.024676796048880
-745839.516626439988613,-1074863.886041373014450
-745586.961501628160477,-1074894.231848731637001
-745056.191452387720346,-1074568.397411469370127
-744774.960265174508095,-1074894.296109989285469
-744651.313572630286217,-1074995.642399869859219
-744160.877939999103546,-1075254.464568920433521
-743981.499449320137501,-1075462.277094542980194
-743916.024212602525949,-1075608.753821261227131
-743656.740340385586023,-1076112.507774181663990
-743388.993889164179564,-1076399.638249628245831
-742753.865303587168455,-1076200.296859532594681
-742378.949235253036022,-1076317.317308366298676
-742291.461199924349785,-1076444.025491047650576
-742086.885311290621758,-1076558.115416981279850
-742016.487976554781199,-1076561.669867798686028
-741143.922949403524399,-1076561.397630568593740
-740727.078680492937565,-1076826.165712192654610
-740602.648454621434212,-1064879.650049671530724
-741267.533844240009785,-1064540.518246874213219
-741846.903914365917444,-1064530.445469349622726
-742133.939220286905766,-1064681.124498151242733
-742209.676700465381145,-1064675.117467537522316
-742627.204094488173723,-1064478.450777672231197
-743030.585280656814575,-1064789.164436217397451
-743076.906471613794565,-1064825.955577876418829
-743913.718490734696388,-1065149.405538309365511
-744955.112335670739412,-1065229.847187027335167
-745888.699888091534376,-1064856.289685498923063
-745953.939209155738354,-1064848.784215066581964
-746700.895305298268795,-1064936.105310823768377
-747336.991651449352503,-1065204.615912213921547
-747592.726660784333944,-1064914.664751727133989
-747595.638848271220922,-1064882.936279587447643
-747599.460646875202656,-1064841.297953162342310
-747595.318065851926804,-1064756.387003816664219
-747621.514481890946627,-1064493.373533930629492
-747732.092914257198572,-1064487.104394216090441
-747795.394967950880527,-1064652.862816095352173
-749075.575613982975483,-1089765.047372452914715
-748862.261416658759117,-1088298.712340131402016
-748949.841129053384066,-1087792.082521304488182
-748266.836684100329876,-1087263.008410472422838
-747990.113913062959909,-1086713.084839344024658
-747896.365643795579672,-1086488.481440793722868
-747781.515758641064167,-1086497.332730554044247
-747686.204089805483818,-1086462.069539994001389
-747488.046643536537886,-1086255.593927931040525
-747461.386952724307775,-1085924.259914439171553
-744350.636719278991222,-1083878.743404813110828
-743221.192553009837866,-1083460.612339138984680
-743206.894073918461800,-1083291.481074348092079
-743305.864967361092567,-1082904.504495069384575
-743373.209019239991903,-1082688.028574015945196
-743200.376969572156668,-1082549.257261045277119
-742214.068119242787361,-1082587.874085992574692
-741972.267849326133728,-1082502.681644398719072
-741095.720719672739506,-1081551.012231335043907
-740468.998309873044491,-1080933.210087377578020
-748849.501889914274216,-1093133.348868876695633
-748677.242952872067690,-1092189.271189998835325
-748987.905446883291006,-1090829.753734860569239
-744510.115698687732220,-1083901.963197484612465
-746305.092232722789049,-1085139.661214970052242
-745815.855212245136499,-1084537.671880610287189
-745532.345020484179258,-1084332.109372124075890
-745066.800846341997385,-1083878.977224987000227
-744925.527709893882275,-1083797.282481744885445
-750401.931291535496712,-1094820.018815550953150
-750106.273102715611458,-1094456.565698310732841
-749695.617297697812319,-1094244.040796868503094
-749505.617887947708368,-1093782.870404578745365
-749419.062513973563910,-1093540.459128845483065
-740082.465971462428570,-1080925.046986792236567
-740173.817714914679527,-1079714.289279252290726
-740219.096930533647537,-1079656.422016657888889
-740226.314796909689903,-1079447.443707998842001
-739963.549117036163807,-1078951.487020518630743
-740391.229789778590202,-1068801.016235440969467
-740315.994874544441700,-1068737.699513416737318
-740228.051422476768494,-1068665.332606054842472
-739911.119439508765936,-1078703.680243857204914
-740154.801446691155434,-1077758.773629676550627
-740310.935348235070705,-1068527.104894429445267
-740403.586286678910255,-1068283.062116168439388
-740183.799513865262270,-1067886.677199810743332
-740240.912230551242828,-1067056.793696787208319
-740206.945964884012938,-1066949.434788357466459
-740206.453004203736782,-1066798.511636622250080
-740381.153869036585093,-1066742.008528772741556
-740599.949656419456005,-1066410.987090423703194
-740444.470591060817242,-1065709.961553625762463
-740596.569479338824749,-1064957.772355929017067
-740615.340402271598577,-1076666.537080887705088
-740587.330351933836937,-1076229.955874700099230
-740669.790642336010933,-1075822.223956909030676
-740568.608847305178642,-1075575.982849914580584
-740501.539477378129959,-1075412.758906010538340
-740459.321751896291971,-1075182.377582199871540
-740549.782918132841587,-1074905.395321410149336
-740629.095280017703772,-1074550.426785666495562
-740353.763555664569139,-1074047.735064353793859
-740391.516869962215424,-1073753.424964960664511
-740573.842298105359077,-1073279.151737142354250
-740539.938547465950251,-1072588.735070429742336
-740508.143543969839811,-1072183.183320581912994
-740558.951323229819536,-1071928.193602140992880
-740571.038027621805668,-1071870.497644692659378
-740577.776030041277409,-1071690.726252302527428
-740610.162481579929590,-1071202.893724478781223
-740543.758075971156359,-1070365.779956843703985
-740321.424252331256866,-1069894.488940328359604
-740321.585603967308998,-1069804.394482355564833
-740505.072100322693586,-1069672.696098688989878
-740286.400819126516581,-1069142.996488332748413
-740249.330106068402529,-1069016.942443344742060
-740274.990080304443836,-1080950.933796279132366
-739832.353647559881210,-1078927.860356297343969
-739820.440343789756298,-1078910.163190085440874
-739698.667879719287157,-1078729.271416634321213
-739487.698869056999683,-1078562.881907299160957
-739347.056296203285456,-1078452.333684705197811
-739108.861292392015457,-1077865.849474251270294
-738848.256397310644388,-1077640.602590009570122
-738847.748768296092749,-1077236.769828803837299
-738679.958084143698215,-1076593.002993505448103
-738624.079777330160141,-1076492.433775898069143
-738559.370087768882513,-1076397.376532752066851
-738493.916678927838802,-1076308.684297330677509
-735033.988233231008053,-1072877.140992145985365
-734857.276933994144201,-1072978.990894708782434
