x1,y1,x2,y2,TRIDA,SHAPE_Length
-696583.989700179547071,-1097681.092060185968876,-696759.055003181099892,-1097500.474270194768906,5,251.536570653912491
-696759.055003181099892,-1097500.474270194768906,-696609.669581435620785,-1097059.933662492781878,5,465.179568838218302
-696609.669581435620785,-1097059.933662492781878,-696780.248121511191130,-1096866.620607018470764,5,257.811899940881403
-696780.248121511191130,-1096866.620607018470764,-697965.025421641767025,-1096703.737701803445816,5,1195.921440444974905
-697965.025421641767025,-1096703.737701803445816,-698629.701263681054115,-1096873.967345155775547,5,686.128345476629192
-701997.752350747585297,-1099615.083157006651163,-701729.304788250476122,-1099923.561815991997719,5,408.929305455156964
-701729.304788250476122,-1099923.561815991997719,-700741.237833727151155,-1100613.063283652067184,5,1204.860398770906613
-700741.237833727151155,-1100613.063283652067184,-700545.225805427879095,-1100735.977258160710335,5,231.362400505151243
-700545.225805427879095,-1100735.977258160710335,-700251.136254865676165,-1100990.726520754396915,5,389.083346523473779
-700251.136254865676165,-1100990.726520754396915,-700033.189659047871828,-1101401.555027902126312,5,465.059975609384480
-700033.189659047871828,-1101401.555027902126312,-700011.414871562272310,-1101455.460618883371353,5,58.137372739747256
-700011.414871562272310,-1101455.460618883371353,-699731.219024017453194,-1102207.408487614244223,5,802.455799574195566
-699731.219024017453194,-1102207.408487614244223,-699411.639756627380848,-1102507.149187155067921,5,438.149968739925498
-722770.422891851514578,-1086083.991398680955172,-722504.153925694525242,-1086347.461856916546822,5,374.587566132652853
-722504.153925694525242,-1086347.461856916546822,-722231.217330172657967,-1086663.644532665610313,5,417.691117476664601
-722231.217330172657967,-1086663.644532665610313,-722106.140999265015125,-1087697.157991621643305,5,1041.054349396121324
-722106.140999265015125,-1087697.157991621643305,-721696.194862052798271,-1088374.061982665210962,5,791.362652963815322
-721696.194862052798271,-1088374.061982665210962,-721612.414596520364285,-1088633.900282852351665,5,273.011126397492774
-721612.414596520364285,-1088633.900282852351665,-721758.634976699948311,-1089293.915088228881359,5,676.017709010703697
-721758.634976699948311,-1089293.915088228881359,-721794.597357682883739,-1089406.611872002482414,5,118.295637784643546
-721794.597357682883739,-1089406.611872002482414,-721793.016845066100359,-1089802.882061060518026,5,396.273340960785674
-721793.016845066100359,-1089802.882061060518026,-721576.560481786727905,-1090242.161716204136610,5,489.714174419352616
-720703.726360619068146,-1092534.055538751184940,-720412.348879605531693,-1092771.676382191479206,5,375.984709368706433
-721576.560481786727905,-1090242.161716204136610,-721666.078334666788578,-1090534.406200326979160,5,305.647320427453678
-721666.078334666788578,-1090534.406200326979160,-721611.520352225750685,-1091351.568768288940191,5,818.981828813205766
-721611.520352225750685,-1091351.568768288940191,-721673.224780246615410,-1091589.975240528583527,5,246.262222931439283
-721673.224780246615410,-1091589.975240528583527,-721263.261006109416485,-1091860.617464672774076,5,491.240785760435983
-721263.261006109416485,-1091860.617464672774076,-720703.726360619068146,-1092534.055538751184940,5,875.555743012658809
-714874.307401295751333,-1089156.557173680514097,-714639.296298336237669,-1088849.887259554117918,4,386.363371380541651
-714639.296298336237669,-1088849.887259554117918,-714639.697407327592373,-1088661.348047189414501,4,188.539639035205738
-714639.697407327592373,-1088661.348047189414501,-714662.784661155194044,-1088411.152951989322901,4,251.258048530754536
-714662.784661155194044,-1088411.152951989322901,-714853.459512606263161,-1087585.506151776760817,4,847.378037051427100
-714853.459512606263161,-1087585.506151776760817,-715283.569191042333841,-1086978.546174209564924,4,743.905067769235643
-715283.569191042333841,-1086978.546174209564924,-715725.968311153352261,-1086545.343748118728399,4,619.177941666198194
-715725.968311153352261,-1086545.343748118728399,-716066.471777476370335,-1085590.412377733737230,4,1013.822732396225092
-716066.471777476370335,-1085590.412377733737230,-716334.686567537486553,-1085293.983053822070360,4,399.761826194368609
-716334.686567537486553,-1085293.983053822070360,-716472.449782028794289,-1084567.159416008740664,4,739.764356907779302
-716472.449782028794289,-1084567.159416008740664,-716718.186403226107359,-1084248.941684018820524,4,402.055981114919348
-716718.186403226107359,-1084248.941684018820524,-716765.189671553671360,-1083994.288638688623905,4,258.954592022261977
-716765.189671553671360,-1083994.288638688623905,-716605.013422574847937,-1083995.791094832122326,4,160.183295356879114
-716605.013422574847937,-1083995.791094832122326,-716530.950751427561045,-1083908.164234232157469,4,114.733368973794356
-716530.950751427561045,-1083908.164234232157469,-716336.086869239807129,-1083386.627200596034527,4,556.752018438415121
-716336.086869239807129,-1083386.627200596034527,-716164.937137383967638,-1083477.898617472499609,4,193.965724428217555
-716164.937137383967638,-1083477.898617472499609,-715652.106456432491541,-1083465.264644652605057,4,512.986281097622054
-715652.106456432491541,-1083465.264644652605057,-715385.829282991588116,-1083596.953947927802801,4,297.061619353264746
-715385.829282991588116,-1083596.953947927802801,-715241.068750951439142,-1083715.538320194929838,4,187.130609421696619
-715241.068750951439142,-1083715.538320194929838,-714685.649969171732664,-1083823.984082072973251,4,565.906800120799403
-714685.649969171732664,-1083823.984082072973251,-714487.129307094961405,-1083722.864802069962025,4,222.790399388588980
-714487.129307094961405,-1083722.864802069962025,-714400.910955477505922,-1083269.680268038064241,4,461.313153986898044
-714400.910955477505922,-1083269.680268038064241,-714482.272867314517498,-1082742.286554172635078,4,533.632729620798159
-714482.272867314517498,-1082742.286554172635078,-714685.371445510536432,-1082561.907473798841238,4,271.635132303868204
-714685.371445510536432,-1082561.907473798841238,-714519.125650890171528,-1082213.563435539603233,4,385.980871572296962
-714519.125650890171528,-1082213.563435539603233,-714354.714445326477289,-1081329.526376899331808,4,899.195510200228910
-714354.714445326477289,-1081329.526376899331808,-714844.163108859211206,-1080789.330702908337116,4,728.952234671493670
-714844.163108859211206,-1080789.330702908337116,-714814.625107418745756,-1080375.843036975711584,4,414.541365134418754
-715162.926712296903133,-1080069.684942811727524,-715415.736961286514997,-1079220.349836464971304,4,886.162030820123391
-715415.736961286514997,-1079220.349836464971304,-715564.739958699792624,-1078260.154980126768351,4,971.687220959750675
-715564.739958699792624,-1078260.154980126768351,-715495.622959673404694,-1077999.213237307965755,4,269.940276171837354
-715495.622959673404694,-1077999.213237307965755,-715441.227376606315374,-1077432.331679057329893,4,569.485364642391573
-715441.227376606315374,-1077432.331679057329893,-715176.547828838229179,-1077444.597721248865128,4,264.963617875668263
-715176.547828838229179,-1077444.597721248865128,-715080.638425532728434,-1077368.983699519187212,4,122.131461649132007
-715080.638425532728434,-1077368.983699519187212,-715043.008220437914133,-1077176.064418870955706,4,196.555033467242708
-715043.008220437914133,-1077176.064418870955706,-715175.525760516524315,-1076914.512368727475405,4,293.207048623909600
-715175.525760516524315,-1076914.512368727475405,-715220.867141917347908,-1076430.609032642096281,4,486.022920798900543
-717038.373882465064526,-1073947.415033742785454,-716848.598688624799252,-1073341.500523973256350,4,634.938593366601935
-716848.598688624799252,-1073341.500523973256350,-716885.202983692288399,-1073134.599181074649096,4,210.114350082603522
-716885.202983692288399,-1073134.599181074649096,-716985.942982576787472,-1072302.329978857189417,4,838.343946322114107
-716985.942982576787472,-1072302.329978857189417,-717455.372168846428394,-1072186.293006666004658,4,483.558000489160577
-717455.372168846428394,-1072186.293006666004658,-717616.798718385398388,-1071686.040943045169115,4,525.652602060488221
-717616.798718385398388,-1071686.040943045169115,-717894.543557740747929,-1071400.770376991480589,4,398.147575209394915
-717894.543557740747929,-1071400.770376991480589,-718364.963205568492413,-1071120.998339425772429,4,547.327176436587251
-718364.963205568492413,-1071120.998339425772429,-718582.578716211020947,-1070741.697487987577915,4,437.293547144189802
-718700.950223062187433,-1070777.334546353667974,-718796.277607966214418,-1070680.151093766093254,4,136.132045343783403
-715220.867141917347908,-1076430.609032642096281,-715523.262460045516491,-1075767.639431774616241,4,728.677994796207713
-715523.262460045516491,-1075767.639431774616241,-715835.200400322675705,-1075358.989695582538843,4,514.101045976577439
-715835.200400322675705,-1075358.989695582538843,-716165.414032753556967,-1075114.448019459843636,4,410.903485509790130
-716165.414032753556967,-1075114.448019459843636,-716824.817832309752703,-1074831.962166115641594,4,717.364362237733189
-716824.817832309752703,-1074831.962166115641594,-716930.792504355311394,-1074562.679381892085075,4,289.385295055492122
-716930.792504355311394,-1074562.679381892085075,-716926.786827746778727,-1074514.649155799299479,4,48.196971519134351
-716926.786827746778727,-1074514.649155799299479,-716988.574725553393364,-1074305.225383911281824,4,218.348484187926317
-716988.574725553393364,-1074305.225383911281824,-717038.373882465064526,-1073947.415033742785454,4,361.259190494602137
-718582.578716211020947,-1070741.697487987577915,-718700.950223062187433,-1070777.334546353667974,4,123.619632596136867
-718796.277607966214418,-1070680.151093766093254,-718837.346314217895269,-1070568.791922040283680,4,118.690790546887825
-718837.346314217895269,-1070568.791922040283680,-719132.283310119062662,-1069947.403371255844831,4,687.831056726279485
-719132.283310119062662,-1069947.403371255844831,-719064.715391576290131,-1069316.075454901903868,4,634.933352080367058
-719064.715391576290131,-1069316.075454901903868,-719134.786181334406137,-1068900.580323155969381,4,421.362219571116214
-719134.786181334406137,-1068900.580323155969381,-719608.486121900379658,-1067229.002342410385609,4,1737.401674744700586
-719608.486121900379658,-1067229.002342410385609,-719613.729176964610815,-1066950.358893182128668,4,278.692772464997347
-720119.228486597537994,-1066523.479739930480719,-720519.150391474366188,-1066303.025383453816175,4,456.659231035409050
-720519.150391474366188,-1066303.025383453816175,-720380.963017757982016,-1066035.138709980994463,4,301.428300063158986
-720380.963017757982016,-1066035.138709980994463,-720485.360495019704103,-1065883.052045311778784,4,184.470016069870383
-720485.360495019704103,-1065883.052045311778784,-721009.016403935849667,-1065290.944276314228773,4,790.447418270216531
-719613.729176964610815,-1066950.358893182128668,-719606.470972675830126,-1066738.730331514030695,4,211.752992052546034
-719606.470972675830126,-1066738.730331514030695,-719738.618137408047915,-1066673.199390064924955,4,147.503143810462660
-719738.618137408047915,-1066673.199390064924955,-720119.228486597537994,-1066523.479739930480719,4,408.999036119311597
-718582.578716211020947,-1070741.697487987577915,-717988.254457689821720,-1070285.050878696143627,5,749.498132115175508
-717988.254457689821720,-1070285.050878696143627,-717518.404430031776428,-1069652.539018515497446,5,787.927853143577636
-717518.404430031776428,-1069652.539018515497446,-716884.918872099369764,-1069269.780806638300419,5,740.140392674499140
-716884.918872099369764,-1069269.780806638300419,-716715.275612723082304,-1069227.103298842906952,5,174.929143150694642
-716715.275612723082304,-1069227.103298842906952,-716462.446329824626446,-1069251.621588014066219,5,254.015339684098620
-716462.446329824626446,-1069251.621588014066219,-716345.430246565490961,-1069280.869191434234381,5,120.615861507234456
-721185.687714509665966,-1082102.831684190779924,-720863.306272111833096,-1081910.129983779042959,5,375.584530757168011
-720863.306272111833096,-1081910.129983779042959,-719923.139274939894676,-1081845.336125943809748,5,942.397064184981446
-719923.139274939894676,-1081845.336125943809748,-719368.973063815385103,-1082009.187839467078447,5,577.881972012110623
-719368.973063815385103,-1082009.187839467078447,-719100.992268551141024,-1082250.320351097732782,5,360.497704286399482
-719100.992268551141024,-1082250.320351097732782,-719009.217064369469881,-1082526.820652451366186,5,291.333322418218302
-719009.217064369469881,-1082526.820652451366186,-718414.489077512174845,-1082916.044454898685217,5,710.771796530279062
-718414.489077512174845,-1082916.044454898685217,-717150.989117305725813,-1082967.130408570170403,5,1264.532294607070753
-717150.989117305725813,-1082967.130408570170403,-716336.086869239807129,-1083386.627200596034527,5,916.538723907985855
-720866.858103588223457,-1102357.922148454934359,-720705.806644216179848,-1101496.859886441379786,4,875.994173285281818
-720705.806644216179848,-1101496.859886441379786,-720319.419592127203941,-1101106.450393941253424,4,549.285468455351747
-720319.419592127203941,-1101106.450393941253424,-720786.168839477002621,-1100596.145634435117245,4,691.567644902665393
-720786.168839477002621,-1100596.145634435117245,-720800.635655127465725,-1099956.930871058255434,4,639.378450116988120
-720800.635655127465725,-1099956.930871058255434,-720445.331843253225088,-1099165.172803908586502,4,867.825809496897591
-720445.331843253225088,-1099165.172803908586502,-720121.739739716053009,-1098751.108183637261391,4,525.510570047880719
-716285.148297362029552,-1094201.932385373860598,-716148.681483898311853,-1093967.021865252405405,4,271.672861435723291
-716148.681483898311853,-1093967.021865252405405,-716058.820671480149031,-1093896.826220061630011,4,114.028041341599277
-716058.820671480149031,-1093896.826220061630011,-716115.095547091215849,-1093544.558228749781847,4,356.734634326308992
-716115.095547091215849,-1093544.558228749781847,-715737.391098961234093,-1092804.197817295789719,4,831.140294406124099
-715737.391098961234093,-1092804.197817295789719,-715576.422410886734724,-1092587.677192758768797,4,269.800110063593308
-715576.422410886734724,-1092587.677192758768797,-715562.878128457814455,-1092382.988497678190470,4,205.136319261861416
-715562.878128457814455,-1092382.988497678190470,-715144.255324464291334,-1091887.370054911822081,4,648.754724710009100
-715144.255324464291334,-1091887.370054911822081,-715034.498842474073172,-1091693.543083999305964,4,222.745100938248356
-715034.498842474073172,-1091693.543083999305964,-714974.635289940983057,-1090903.890970025211573,4,791.917991982527383
-714974.635289940983057,-1090903.890970025211573,-714950.839590672403574,-1090796.348707459867001,4,110.143422596876775
-714950.839590672403574,-1090796.348707459867001,-714810.752668149769306,-1090054.686830915510654,4,754.775917064898522
-714810.752668149769306,-1090054.686830915510654,-714748.716456457972527,-1089836.069682843983173,4,227.248650143400397
-720121.739739716053009,-1098751.108183637261391,-720027.178775086998940,-1098638.262795705348253,4,147.227231207685151
-720027.178775086998940,-1098638.262795705348253,-720000.716932114213705,-1098543.948573350906372,4,97.956121155543144
-720000.716932114213705,-1098543.948573350906372,-719282.704420775175095,-1096745.415667641907930,4,1936.559469615494663
-719155.344719745218754,-1096721.839644085615873,-718962.710423801094294,-1096214.869310442358255,4,542.334667127452235
-718962.710423801094294,-1096214.869310442358255,-718583.305846311151981,-1096150.850080158561468,4,384.767845936288495
-718583.305846311151981,-1096150.850080158561468,-718172.166684877127409,-1095456.119527276605368,4,807.270680238258933
-718172.166684877127409,-1095456.119527276605368,-718088.007836718112230,-1095221.477228056639433,4,249.278399197933311
-718088.007836718112230,-1095221.477228056639433,-718055.673772074282169,-1095128.153991129249334,4,98.765977375800659
-718055.673772074282169,-1095128.153991129249334,-717946.830219045281410,-1094950.518587063997984,4,208.329680586809360
-717946.830219045281410,-1094950.518587063997984,-717653.966521821916103,-1094682.205658890306950,4,397.191355112972303
-717653.966521821916103,-1094682.205658890306950,-717052.650184437632561,-1094616.919538863003254,4,604.850076525967665
-717052.650184437632561,-1094616.919538863003254,-716285.148297362029552,-1094201.932385373860598,4,872.509876291170031
-719282.704420775175095,-1096745.415667641907930,-719155.344719745218754,-1096721.839644085615873,4,129.523443179861061
-714748.716456457972527,-1089836.069682843983173,-714271.646641567349434,-1089896.773171927779913,4,480.916335620573420
-714326.109279863536358,-1089320.044099796563387,-714145.684797514230013,-1089110.589943509548903,4,276.448977963240509
-714145.684797514230013,-1089110.589943509548903,-713908.466460049152374,-1088970.724792174994946,4,275.381190693070266
-713908.466460049152374,-1088970.724792174994946,-713732.079959560185671,-1088932.067803937941790,4,180.572866993643089
-713732.079959560185671,-1088932.067803937941790,-712419.858964741230011,-1088857.858624104410410,4,1314.317671499251674
-712419.858964741230011,-1088857.858624104410410,-711862.320259947329760,-1089299.367865495383739,4,711.181986257309973
-711862.320259947329760,-1089299.367865495383739,-711059.450408522039652,-1089750.067514479160309,4,920.722635717058324
-711059.450408522039652,-1089750.067514479160309,-710842.509291838854551,-1089570.006422556936741,4,281.931631662661744
-710842.509291838854551,-1089570.006422556936741,-710455.674681045114994,-1089474.425834331661463,4,398.467897017355199
-710455.674681045114994,-1089474.425834331661463,-710192.275119744241238,-1089412.920651134103537,4,270.485150153678376
-710192.275119744241238,-1089412.920651134103537,-709708.074400719255209,-1088995.206061273813248,4,639.480894856495297
-709708.074400719255209,-1088995.206061273813248,-709515.335156366229057,-1088874.559391576796770,4,227.385213289599193
-709515.335156366229057,-1088874.559391576796770,-709302.270844530314207,-1088786.392422091215849,4,230.585809377731067
-709302.270844530314207,-1088786.392422091215849,-709086.881951544433832,-1088884.948760572820902,4,236.866475206145907
-708009.146269883960485,-1083855.833393316715956,-707831.589795406907797,-1083542.736131053417921,4,359.939157727375800
-707831.589795406907797,-1083542.736131053417921,-707578.566331751644611,-1083344.527520250529051,4,321.414882288479873
-707578.566331751644611,-1083344.527520250529051,-706818.148025982081890,-1083270.119619462639093,4,764.050087002882719
-706818.148025982081890,-1083270.119619462639093,-706537.957242503762245,-1083132.983825352042913,4,311.950478718238912
-709086.881951544433832,-1088884.948760572820902,-709039.197828203439713,-1088314.452331949025393,4,572.485764618915709
-709039.197828203439713,-1088314.452331949025393,-709217.260185461491346,-1087788.871379271149635,4,554.924806518935043
-709217.260185461491346,-1087788.871379271149635,-709219.084471765905619,-1087455.335544586181641,4,333.540823647599041
-709219.084471765905619,-1087455.335544586181641,-709212.485993105918169,-1087370.913015726953745,4,84.680005311841342
-709212.485993105918169,-1087370.913015726953745,-709125.520604368299246,-1086892.403958208858967,4,486.347506383183259
-709125.520604368299246,-1086892.403958208858967,-709148.075781963765621,-1086221.408161174505949,4,671.374780338172741
-709148.075781963765621,-1086221.408161174505949,-708629.742905441671610,-1085704.770699191838503,4,731.835526609333556
-708629.742905441671610,-1085704.770699191838503,-708430.194936357438564,-1085319.176435444504023,4,434.168548147480351
-708430.194936357438564,-1085319.176435444504023,-708316.005475323647261,-1085141.421763885766268,4,211.272232610304172
-708316.005475323647261,-1085141.421763885766268,-708192.205463800579309,-1084949.105980265885592,4,228.717737577216610
-708192.205463800579309,-1084949.105980265885592,-708109.402213856577873,-1084843.370367083698511,4,134.299657841343247
-708109.402213856577873,-1084843.370367083698511,-707965.524051751941442,-1084167.542228240519762,4,690.973659977602097
-707965.524051751941442,-1084167.542228240519762,-708009.146269883960485,-1083855.833393316715956,4,314.746399001343036
-714145.684797514230013,-1089110.589943509548903,-713945.457021158188581,-1089555.804684597998857,5,488.167315688935162
-713945.457021158188581,-1089555.804684597998857,-713795.277937956154346,-1089696.789169255644083,5,205.986363494250071
-713795.277937956154346,-1089696.789169255644083,-713481.536840755492449,-1090045.721861593425274,5,469.241408930166585
-713481.536840755492449,-1090045.721861593425274,-712296.431249417364597,-1090915.915857877582312,5,1470.276454885231942
-712296.431249417364597,-1090915.915857877582312,-711720.191994752734900,-1091157.682425558567047,5,624.902193838917583
-711720.191994752734900,-1091157.682425558567047,-711182.007453653961420,-1091127.223113257437944,5,539.045795812892948
-711182.007453653961420,-1091127.223113257437944,-710891.471306171268225,-1091242.129750885069370,5,312.433654341162594
-710891.471306171268225,-1091242.129750885069370,-710429.353060327470303,-1091864.495142634958029,5,775.172209247558840
-710429.353060327470303,-1091864.495142634958029,-709849.061853967607021,-1092253.765394795686007,5,698.762630222783287
-709849.061853967607021,-1092253.765394795686007,-709576.149531044065952,-1092397.246114995330572,5,308.330752719432553
-709576.149531044065952,-1092397.246114995330572,-709245.472274594008923,-1092585.363263610750437,5,380.441203783886635
-706105.027926761657000,-1090095.530972015112638,-706245.084115639328957,-1089821.491806980222464,5,307.755097465432527
-706245.084115639328957,-1089821.491806980222464,-706337.540873326361179,-1089182.299395341426134,5,645.844556482919529
-706337.540873326361179,-1089182.299395341426134,-706310.322214346379042,-1088666.985051702708006,5,516.032681287214018
-706310.322214346379042,-1088666.985051702708006,-706462.720057170838118,-1088265.340316474437714,5,429.585376653041919
-706462.720057170838118,-1088265.340316474437714,-706320.188238263130188,-1087830.521580055356026,5,457.583492864664549
-706320.188238263130188,-1087830.521580055356026,-706321.331844177097082,-1087785.917806133627892,5,44.618432094226428
-706321.331844177097082,-1087785.917806133627892,-706424.218308769166470,-1087586.369487807154655,5,224.510926110910333
-706424.218308769166470,-1087586.369487807154655,-706216.445422563701868,-1087504.449480913579464,5,223.339337716382488
-706216.445422563701868,-1087504.449480913579464,-706055.058163195848465,-1087279.305798850953579,5,277.011777834415511
-706055.058163195848465,-1087279.305798850953579,-705852.009527172893286,-1087239.324469912797213,5,206.947469794737003
-705852.009527172893286,-1087239.324469912797213,-705780.210144504904747,-1087023.332778390496969,5,227.612746036263871
-705780.210144504904747,-1087023.332778390496969,-705685.435965213924646,-1086838.648019127547741,5,207.582767503211471
-705685.435965213924646,-1086838.648019127547741,-705668.466103725135326,-1086697.941534258425236,5,141.726112919155781
-705668.466103725135326,-1086697.941534258425236,-705790.911739394068718,-1086374.899143870919943,5,345.469708775809409
-705790.911739394068718,-1086374.899143870919943,-705760.290726214647293,-1086133.178676661103964,5,243.652274186525943
-705760.290726214647293,-1086133.178676661103964,-705403.759489394724369,-1085489.100313957780600,5,736.173525828617244
-715331.049703985452652,-1100245.366827923804522,-715488.998636815696955,-1100178.150949314236641,5,171.656167146622465
-715488.998636815696955,-1100178.150949314236641,-715462.201517716050148,-1100006.596790630370378,5,173.634429056480116
-715462.201517716050148,-1100006.596790630370378,-715410.801766544580460,-1099534.765315983444452,5,474.622876490358067
-715410.801766544580460,-1099534.765315983444452,-715520.455046348273754,-1099261.501826241612434,5,294.443163611572743
-715520.455046348273754,-1099261.501826241612434,-715616.549550015479326,-1099106.113914079964161,5,182.700730378952528
-715616.549550015479326,-1099106.113914079964161,-715582.369021948426962,-1098946.704085372388363,5,163.033131563867130
-715582.369021948426962,-1098946.704085372388363,-715279.954320669174194,-1098299.993281200528145,5,713.925427325875376
-715279.954320669174194,-1098299.993281200528145,-715253.326760485768318,-1098053.722837544977665,5,247.705789959828280
-715253.326760485768318,-1098053.722837544977665,-715437.850517362356186,-1097045.692110493779182,5,1024.780446501209326
-715437.850517362356186,-1097045.692110493779182,-715855.669706385582685,-1096074.674820162355900,5,1057.093871346630294
-715855.669706385582685,-1096074.674820162355900,-715900.345948845148087,-1095890.234882321208715,5,189.773700262054518
-715900.345948845148087,-1095890.234882321208715,-715982.658333580940962,-1095752.247975789010525,5,160.672695425261310
-715982.658333580940962,-1095752.247975789010525,-716123.763482719659805,-1095517.895550720393658,5,273.553874490934163
-716123.763482719659805,-1095517.895550720393658,-715950.340334251523018,-1095227.671105261892080,5,338.091433145378858
-715950.340334251523018,-1095227.671105261892080,-716114.472841531038284,-1094896.799493432044983,5,369.344694642743093
-716114.472841531038284,-1094896.799493432044983,-716136.886574514210224,-1094672.856693625450134,5,225.061664908659083
-716136.886574514210224,-1094672.856693625450134,-716172.649710673838854,-1094328.873864363878965,5,345.836939517408041
-716172.649710673838854,-1094328.873864363878965,-716285.148297362029552,-1094201.932385373860598,5,169.617425682073218
-720782.712177529931068,-1095307.849422521889210,-720747.570000696927309,-1094114.019492328166962,5,1194.347049570982108
-720747.570000696927309,-1094114.019492328166962,-720867.527258858084679,-1093588.017872884869576,5,539.506670433752902
-720867.527258858084679,-1093588.017872884869576,-720428.926537871360779,-1093235.394349180161953,5,562.773437468399493
-720428.926537871360779,-1093235.394349180161953,-720412.348879605531693,-1092771.676382191479206,5,464.014193383883082
-720412.348879605531693,-1092771.676382191479206,-720260.555232301354408,-1092673.643388789147139,5,180.698033075422956
-720260.555232301354408,-1092673.643388789147139,-719531.429539706557989,-1092768.005283221602440,5,735.206394642159921
-719531.429539706557989,-1092768.005283221602440,-719296.542768310755491,-1092702.656648166477680,5,243.807792082845168
-719296.542768310755491,-1092702.656648166477680,-718900.444932136684656,-1092777.642027158290148,5,403.133108147081884
-718900.444932136684656,-1092777.642027158290148,-718479.363960411399603,-1092843.752891533076763,5,426.239171284728059
-718479.363960411399603,-1092843.752891533076763,-718205.135504063218832,-1092294.551910307258368,5,613.859075073837971
-718205.135504063218832,-1092294.551910307258368,-717869.730330351740122,-1092090.166011482477188,5,392.772486550217650
-717869.730330351740122,-1092090.166011482477188,-717928.947079356759787,-1091805.193002991378307,5,291.060541693977143
-717928.947079356759787,-1091805.193002991378307,-717722.850923035293818,-1091756.632272273302078,5,211.739864499710222
-717722.850923035293818,-1091756.632272273302078,-717584.082753278315067,-1091593.869682293385267,5,213.888442031523027
-717584.082753278315067,-1091593.869682293385267,-717266.803270574659109,-1091624.174627877771854,5,318.723484970235859
-717266.803270574659109,-1091624.174627877771854,-717264.831078603863716,-1091517.035744406282902,5,107.157033799405625
-717264.831078603863716,-1091517.035744406282902,-717245.395016726106405,-1091410.362755052745342,5,108.429180384875863
-717245.395016726106405,-1091410.362755052745342,-716967.783414706587791,-1091265.021077722311020,5,313.356673369289638
-716967.783414706587791,-1091265.021077722311020,-716580.080403819680214,-1090995.774789702147245,5,472.024563199215891
-716580.080403819680214,-1090995.774789702147245,-715818.480424322187901,-1090126.115139745175838,5,1156.002783532056355
-715674.939459197223186,-1089795.007263019680977,-715567.775604635477066,-1089790.858220942318439,5,107.244143311841512
-715567.775604635477066,-1089790.858220942318439,-714936.172831710427999,-1089696.818156670778990,5,638.565264052787597
-714936.172831710427999,-1089696.818156670778990,-714754.200141992419958,-1089709.280300475656986,5,182.398916749579087
-714754.200141992419958,-1089709.280300475656986,-714748.716456457972527,-1089836.069682843983173,5,126.907912631097716
-715818.480424322187901,-1090126.115139745175838,-715674.939459197223186,-1089795.007263019680977,5,360.882854536859156
-719620.657867681235075,-1090217.789411842823029,-719042.992117870599031,-1089884.727503936737776,5,666.804283881204469
-719042.992117870599031,-1089884.727503936737776,-718442.729280944913626,-1089891.569057788699865,5,600.301824296063046
-718442.729280944913626,-1089891.569057788699865,-717676.433165565133095,-1090101.973686970770359,5,794.657060893179619
-717676.433165565133095,-1090101.973686970770359,-717418.645463064312935,-1090096.518639605492353,5,257.845413188617329
-717418.645463064312935,-1090096.518639605492353,-717230.496358443051577,-1090079.567113533616066,5,188.911195554810490
-717230.496358443051577,-1090079.567113533616066,-716950.126761030405760,-1090005.713640715926886,5,289.933521001905262
-716950.126761030405760,-1090005.713640715926886,-716330.948587965220213,-1089769.630003392696381,5,662.659108299363425
-716330.948587965220213,-1089769.630003392696381,-715798.797794796526432,-1089715.688963949680328,5,534.877651810451880
-715798.797794796526432,-1089715.688963949680328,-715742.741547159850597,-1089751.587258301675320,5,66.565685127449868
-715742.741547159850597,-1089751.587258301675320,-715674.939459197223186,-1089795.007263019680977,5,80.513476771305179
-709086.881951544433832,-1088884.948760572820902,-708887.470537632703781,-1089010.066477123647928,4,235.413158071439199
-708887.470537632703781,-1089010.066477123647928,-708224.965084653347731,-1089250.510101087391376,4,704.788345201734842
-708224.965084653347731,-1089250.510101087391376,-707614.464276857674122,-1089531.890067078173161,4,672.224606497072159
-707614.464276857674122,-1089531.890067078173161,-706880.447394508868456,-1089631.533433631062508,4,740.749339568422329
-706880.447394508868456,-1089631.533433631062508,-706504.756174750626087,-1089961.697997000068426,4,500.152508249316156
-706105.027926761657000,-1090095.530972015112638,-704914.827360648661852,-1089423.773818772286177,4,1366.687623602628719
-704914.827360648661852,-1089423.773818772286177,-704734.576977413147688,-1089340.851301334798336,4,198.409537459065206
-704734.576977413147688,-1089340.851301334798336,-704584.753426603972912,-1089427.308013323694468,4,172.979361268910679
-704584.753426603972912,-1089427.308013323694468,-704565.374466441571712,-1089266.894626334309578,4,161.579698051401522
-704565.374466441571712,-1089266.894626334309578,-704391.612200140953064,-1089304.223781406879425,4,177.726731271238663
-704391.612200140953064,-1089304.223781406879425,-704367.545486003160477,-1089169.586318310350180,4,136.771536506904454
-704367.545486003160477,-1089169.586318310350180,-704207.846656259149313,-1089305.017617486417294,4,209.392819881972230
-704207.846656259149313,-1089305.017617486417294,-704131.891246598213911,-1089264.266899686306715,4,86.196550151295313
-704131.891246598213911,-1089264.266899686306715,-704123.419761825352907,-1089168.453189775347710,4,96.187489109333853
-704123.419761825352907,-1089168.453189775347710,-703944.962232757359743,-1089098.072094973176718,4,191.834793993701282
-703944.962232757359743,-1089098.072094973176718,-703661.583706725388765,-1089053.901909921318293,4,286.800268939148452
-703661.583706725388765,-1089053.901909921318293,-703471.097448095679283,-1089025.134345080703497,4,192.646275628685714
